en_distance,en_distance_blue,en_distance_ter,en_distance_tri,en_distance_LCS,includesFurmula,onlyNumbers,includesBraces,hasFormatting,numberOfWords,includesLink,reviewScore
0,1,0,0,100,0,0,0,0,1,0,0.4186046512
0,1,0,0,100,0,0,0,0,25,0,0.3813953488
0,1,0,0,100,0,0,0,0,5,0,0.3875968992
5,0.9333333333,0.1333333333,-4,94.66666667,0,0,0,0,15,0,0.4179586563
28,0.6339514428,0.075,-14.66666667,82.06278027,0,0,0,0,40,0,0.5769568051
30,0.666186033,-1,-1,81.75675676,0,0,0,0,26,0,0.5688605119
40,0.5862068966,0.06896551724,-20,59.39393939,0,0,0,0,29,0,0.6190858059
0,1,0,0,100,0,0,0,0,5,0,0.3875968992
34,0.6158494285,0.05263157895,-40,81.89655172,0,0,0,0,19,0,0.5966719881
45,0.5,-1,-1,62.5,0,0,0,0,40,0,0.6618217054
30,0.6538461538,0.07692307692,-23,81.20805369,0,0,0,0,26,0,0.5736434109
40,0.5666666667,0.1,-14.66666667,59.63855422,0,0,0,0,30,0,0.6266149871
0,1,0,0,100,0,0,0,0,5,0,0.3875968992
19,0.8333333333,0.04166666667,-26,81.63265306,0,0,0,0,24,0,0.482881137
34,0.575,-1,-1,73.99103139,0,0,0,0,40,0,0.6114341085
30,0.666186033,-1,-1,81.75675676,0,0,0,0,26,0,0.5688605119
41,0.5483870968,-1,-1,59.28143713,0,0,0,0,31,0,0.6355963991
4,0.8187307531,0.2,-2,100,0,0,0,0,5,0,0.4656082352
26,0.7,0.025,-54,76.62337662,0,0,0,0,40,0,0.5474806202
25,0.6658605972,-1,-1,82.51121076,0,0,0,0,40,0,0.5587749623
30,0.6538461538,0.07692307692,-23,81.20805369,0,0,0,0,26,0,0.5736434109
39,0.5666666667,-1,-1,60.84337349,0,0,0,0,30,0,0.6246770026
60,0.5,0.1,-20,50,0,0,0,0,10,0,0.6937984496
61,0.4,0.9333333333,-28,57.5,0,0,0,0,15,0,0.7332041344
51,0.447207943,0.08108108108,-25.33333333,65.87677725,0,0,0,0,37,0,0.6939902169
38,0.5551550275,-1,-1,75.86206897,0,0,0,0,26,0,0.6273996614
42,0.6153846154,-1,-1,62.24489796,0,0,0,0,39,0,0.6113098788
35,0.4390493089,0.2,-4,88.88888889,0,0,0,0,5,0,0.6728491051
29,0.7692307692,-1,-1,79.54545455,0,0,0,0,39,0,0.5264857881
42,0.5975104315,-1,-1,77.66990291,0,0,0,0,37,0,0.618291578
38,0.5714285714,-1,-1,70.34883721,0,0,0,0,28,0,0.6209856035
37,0.6341463415,0.07317073171,-29.33333333,65.98984772,0,0,0,0,41,0,0.5942994895
48,0.2388437702,0.3333333333,-8,58.62068966,0,0,0,0,3,0,0.7808099082
61,0.5897435897,0.02564102564,-80,48.18181818,0,0,0,0,39,0,0.6580699662
31,0.5918436835,-1,-1,83.40080972,0,0,0,0,42,0,0.5990454531
40,0.5746096408,-1,-1,76.70454545,0,0,0,0,31,0,0.6234946379
71,0.4848484848,-1,-1,52.5,0,0,0,0,33,0,0.7182875264
12,0.75,0.25,-2,90.32258065,0,0,0,0,4,0,0.5096899225
25,0.6666666667,0.5333333333,-16,84.14634146,0,0,0,0,15,0,0.5600775194
32,0.7193920928,0.2083333333,-17,77.18120805,0,0,0,0,24,0,0.5522382069
32,0.519200522,-1,-1,79.35483871,0,0,0,0,24,0,0.629831839
0,1,0,0,100,0,0,0,0,8,0,0.3846899225
0,1,0,0,100,0,0,0,0,7,0,0.3853820598
55,0.4615384615,0.07692307692,-24,60.49382716,0,0,0,0,13,0,0.6981216458
54,0.5333333333,0.06666666667,-28,56.56565657,0,0,0,0,15,0,0.6679586563
32,0.519200522,-1,-1,79.35483871,0,0,0,0,24,0,0.629831839
0,1,0,0,100,0,0,0,0,3,0,0.3927648579
17,0.7777777778,0.1111111111,-16,82.22222222,0,0,0,0,9,0,0.5032299742
19,0.6822756276,0.1,-12,93.63057325,0,0,0,0,30,0,0.5411076379
5,0.9333333333,0.06666666667,-1,95.83333333,0,0,0,0,15,0,0.4179586563
32,0.7,0.06666666667,-13,67.5,0,0,0,0,30,0,0.5594315245
0,1,0,0,100,0,0,0,0,4,0,0.3895348837
0,1,0,0,100,0,0,0,0,3,0,0.3927648579
8,0.8620689655,0.1379310345,-2.666666667,93.91891892,0,0,0,0,29,0,0.4501470195
25,0.6875,0.125,-13,78.20512821,0,0,0,0,16,0,0.5518410853
36,0.6129032258,0.06451612903,-21,63.69047619,0,0,0,0,31,0,0.6009002251
21,1,0.3333333333,-4,89.47368421,0,0,0,0,6,0,0.427002584
36,0.5833333333,-1,-1,63.63636364,0,0,0,0,12,0,0.6143410853
16,0.6863265788,0.09677419355,-15,92.54658385,0,0,0,0,31,0,0.5336818712
25,0.7058823529,0.1176470588,-13,84.05797101,0,0,0,0,17,0,0.5445736434
33,0.6551724138,0.06896551724,-19,67.29559748,0,0,0,0,29,0,0.5787890938
0,1,0,0,100,0,0,0,0,4,0,0.3895348837
0,1,0,0,100,0,0,0,0,3,0,0.3927648579
17,0.6909190242,0.1034482759,-4,92.56756757,0,0,0,0,29,0,0.5339260666
25,0.6875,0.125,-13,78.20512821,0,0,0,0,16,0,0.5518410853
36,0.6129032258,0.06451612903,-21,63.69047619,0,0,0,0,31,0,0.6009002251
0,1,0,0,100,0,0,0,0,4,0,0.3895348837
0,1,0,0,100,0,0,0,0,3,0,0.3927648579
8,0.8620689655,0.1379310345,-2.666666667,93.91891892,0,0,0,0,29,0,0.4501470195
25,0.6875,0.125,-13,78.20512821,0,0,0,0,16,0,0.5518410853
36,0.6129032258,0.06451612903,-21,63.69047619,0,0,0,0,31,0,0.6009002251
60,0.5,0.1,-20,50,0,0,0,0,10,0,0.6937984496
27,0.6,0.05,-34,75.47169811,0,0,0,0,20,0,0.5891472868
48,0.3626353024,0.08333333333,-22,67.96116505,0,0,0,0,36,0,0.7209854556
39,0.498594427,-1,-1,75.17241379,0,0,0,0,26,0,0.6512603593
42,0.6153846154,0.05128205128,-34,62.24489796,0,0,0,0,39,0,0.6113098788
0,1,0,0,100,0,0,0,0,3,0,0.3927648579
18,0.7777777778,0.1111111111,-16,81.39534884,0,0,0,0,9,0,0.5051679587
14,0.7446067616,0.0625,-11.5,93.25153374,0,0,0,0,32,0,0.5071776118
13,0.8125,0.0625,-7,90.54054054,0,0,0,0,16,0,0.4801356589
32,0.7,0.06666666667,-13,67.5,0,0,0,0,30,0,0.5594315245
2,0.8888888889,0.1111111111,-2,100,0,0,0,0,9,0,0.4310938846
6,0.8222394435,-1,-1,99.42528736,0,0,0,0,31,0,0.4616226213
54,0.6,0.04,-34,47.2392638,0,0,0,0,25,0,0.6410852713
4,0.9131007163,0.09090909091,-6,100,0,0,0,0,11,0,0.4248024003
32,0.519200522,-1,-1,79.35483871,0,0,0,0,24,0,0.629831839
6,0.875,0.125,-2,93.02325581,0,0,0,0,8,0,0.4447674419
0,1,0,0,100,0,0,0,0,7,0,0.3853820598
52,0.4615384615,0.07692307692,-24,62.82051282,0,0,0,0,13,0,0.6923076923
46,0.5,0.07142857143,-30,61.11111111,0,0,0,0,14,0,0.665559247
32,0.519200522,-1,-1,79.35483871,0,0,0,0,24,0,0.629831839
71,0.4,0.2,-12,39.47368421,0,0,0,0,5,0,0.757751938
10,0.8300915603,0.09090909091,-16,95.83333333,0,0,0,0,11,0,0.4686043988
15,0.7216976199,-1,-1,93.04812834,0,0,0,0,32,0,0.5179951086
17,0.7772170385,0.07692307692,-26,91.02564103,0,0,0,0,26,0,0.50063144
47,0.512195122,0.0487804878,-20.66666667,54.42477876,0,0,0,0,41,0,0.660947249
29,0.875,0.375,-6,83.72093023,0,0,0,0,8,0,0.4893410853
24,0.8695652174,-1,-1,83.33333333,0,0,0,0,23,0,0.4785979103
31,0.641025641,-1,-1,77.06422018,0,0,0,0,39,0,0.5800536673
20,0.7329072387,0.06896551724,-29,89.50617284,0,0,0,0,29,0,0.5234655183
24,0.6692911701,0.0487804878,-14,82.14285714,0,0,0,0,41,0,0.5554836645
80,0.7142857143,0.1428571429,-16,46.34146341,0,0,0,0,7,0,0.6511627907
14,0.6956521739,0.08695652174,-19,86.50793651,0,0,0,0,23,0,0.5266262218
24,0.7755102041,0.08163265306,-16,81.65467626,0,0,0,0,49,0,0.514159152
26,0.7487522025,0.08823529412,-14,83.93782383,0,0,0,0,34,0,0.5287554163
37,0.5945945946,0.02702702703,-34,68.34170854,0,0,0,0,37,0,0.6097318248
9,0.8668778998,0.1428571429,-6,100,0,0,0,0,7,0,0.4544216335
31,0.5555555556,-1,-1,71.27659574,0,0,0,0,18,0,0.6143410853
39,0.3757386465,-1,-1,76.92307692,0,0,0,0,28,0,0.6987723961
46,0.3936025893,0.4285714286,-16,73.4375,0,0,0,0,21,0,0.7058757037
47,0.6,0.075,-24.66666667,62,0,0,0,0,40,0,0.6269379845
58,0.3894003915,0.25,-10,62.85714286,0,0,0,0,4,0,0.7386044994
19,0.9,0.3,-6,84.12698413,0,0,0,0,10,0,0.4593023256
23,0.6379586809,-1,-1,87.56756757,0,0,0,0,31,0,0.5659950099
46,0.5515605641,0.125,-12,71.91011236,0,0,0,0,16,0,0.6452284635
33,0.6551724138,0.06896551724,-19,67.29559748,0,0,0,0,29,0,0.5787890938
5,1,0.5,-2,94.73684211,0,0,0,0,2,0,0.4089147287
43,0.6363636364,0.4545454545,-10,70.96774194,0,0,0,0,11,0,0.6076462297
26,0.5006576463,0.1071428571,-13.5,86.95652174,0,0,0,0,28,0,0.6251603807
23,0.7058823529,0.1176470588,-13,83.95061728,0,0,0,0,17,0,0.5406976744
34,0.6206896552,0.06896551724,-20,67.08860759,0,0,0,0,29,0,0.5940924886
0,1,0,0,100,0,0,0,0,4,0,0.3895348837
1,1,0.1111111111,-2,98.21428571,0,0,0,0,9,0,0.386089578
11,0.7555673096,0.1428571429,-9.5,91.57894737,0,0,0,0,35,0,0.4970115633
10,0.8987963495,0.1578947368,-9,94.17475728,0,0,0,0,19,0,0.440491011
32,0.7,0.06666666667,-13,67.5,0,0,0,0,30,0,0.5594315245
0,1,0,0,100,0,0,0,0,9,0,0.3841515935
0,1,0,0,100,0,0,0,0,6,0,0.3863049096
23,0.6342946487,0.09375,-10,84.83146067,0,0,0,0,32,0,0.5673761051
17,0.8421052632,0.1578947368,-3,86,0,0,0,0,19,0,0.4760301918
36,0.6129032258,0.06451612903,-21,63.69047619,0,0,0,0,31,0,0.6009002251
5,1,0.5,-2,94.11764706,0,0,0,0,2,0,0.4089147287
0,1,0,0,100,0,0,0,0,7,0,0.3853820598
13,0.751626937,-1,-1,92.26519337,0,0,0,0,33,0,0.5024819248
9,0.85,0.1,-16,95.87628866,0,0,0,0,20,0,0.4573643411
31,0.7333333333,0.03333333333,-12,68.15286624,0,0,0,0,30,0,0.5445736434
16,0,1,-2,91.66666667,0,0,0,0,1,0,0.8372093023
0,1,0,0,100,0,0,0,0,7,0,0.3853820598
21,0.614779454,0.09375,-11.5,87.00564972,0,0,0,0,32,0,0.5710641651
11,0.85,0.1,-10,94.84536082,0,0,0,0,20,0,0.4612403101
33,0.6551724138,0.06896551724,-19,67.29559748,0,0,0,0,29,0,0.5787890938
5,1,0.25,-2,94.73684211,0,0,0,0,4,0,0.3992248062
1,1,0.1111111111,-2,98.21428571,0,0,0,0,9,0,0.386089578
11,0.7555673096,0.1428571429,-9.5,91.57894737,0,0,0,0,35,0,0.4970115633
10,0.8987963495,0.1578947368,-9,94.17475728,0,0,0,0,19,0,0.440491011
32,0.7,0.06666666667,-13,67.5,0,0,0,0,30,0,0.5594315245
4,1,0.5,-2,95.45454545,0,0,0,0,2,0,0.4069767442
0,1,0,0,100,0,0,0,0,7,0,0.3853820598
37,0.6467676691,0.09090909091,-10.5,72.22222222,0,0,0,0,33,0,0.5896366798
3,0.9047619048,0.04761904762,-10,96.90721649,0,0,0,0,21,0,0.4244186047
34,0.6206896552,0.06896551724,-20,66.4556962,0,0,0,0,29,0,0.5940924886
5,1,0.5,-2,94.11764706,0,0,0,0,2,0,0.4089147287
32,0.6191984998,0.1428571429,-12,83.33333333,0,0,0,0,7,0,0.5949950444
23,0.6039673893,0.1290322581,-12,87.5,0,0,0,0,31,0,0.5791699291
35,0.6842105263,0.1052631579,-9,78.16091954,0,0,0,0,19,0,0.5721134231
37,0.5806451613,0.06451612903,-22,63.47305389,0,0,0,0,31,0,0.6153413353
10,0.5,1,-4,90,0,0,0,0,2,0,0.6124031008
27,0.6,0.1,-16,74.07407407,0,0,0,0,10,0,0.5910852713
25,0.5643211499,0.1333333333,-12,82.94117647,0,0,0,0,30,0,0.5984543347
6,0.9375,0.125,-2,94.50549451,0,0,0,0,16,0,0.418120155
37,0.5806451613,0.06451612903,-22,63.47305389,0,0,0,0,31,0,0.6153413353
37,0.5,1,-4,66.66666667,0,0,0,0,2,0,0.6647286822
15,0.8888888889,0.1111111111,-2,88.88888889,0,0,0,0,9,0,0.456287683
23,0.616837335,-1,-1,87.57763975,0,0,0,0,29,0,0.5742678065
22,0.7058823529,0.1176470588,-13,85,0,0,0,0,17,0,0.5387596899
34,0.6206896552,0.06896551724,-20,67.08860759,0,0,0,0,29,0,0.5940924886
31,0.8187307531,0.2,-6,83.33333333,0,0,0,0,5,0,0.5179338166
34,0.3095992499,0.07142857143,-24,76.66666667,0,0,0,0,14,0,0.7161021733
18,0.5616807815,-1,-1,93.45238095,0,0,0,0,30,0,0.5859118418
27,0.6903016502,0.1176470588,-9,88.76404494,0,0,0,0,17,0,0.5544886445
33,0.6551724138,0.06896551724,-19,67.29559748,0,0,0,0,29,0,0.5787890938
27,1,0.4,-4,83.33333333,0,0,0,0,5,0,0.4399224806
21,0.4579376,0.04347826087,-42,84.12698413,0,0,0,0,23,0,0.632329545
18,0.6489693224,0.06666666667,-11,90.96385542,0,0,0,0,30,0,0.552079074
22,0.6490006526,0.08333333333,-3,97.05882353,0,0,0,0,12,0,0.561756853
33,0.6551724138,0.06896551724,-19,67.29559748,0,0,0,0,29,0,0.5787890938
22,1,0.4,-4,88.88888889,0,0,0,0,5,0,0.4302325581
5,0.5965595445,0.1111111111,-10,94.54545455,0,0,0,0,9,0,0.5502137855
16,0.6476789986,0.0625,-9.5,92.98245614,0,0,0,0,32,0,0.5486224812
3,0.9523809524,0.04761904762,-1,97.14285714,0,0,0,0,21,0,0.4059616094
32,0.7,0.06666666667,-13,67.5,0,0,0,0,30,0,0.5594315245
13,0.7759415811,0.08333333333,-24,95,0,0,0,0,12,0,0.4951130822
13,0.7759415811,0.08333333333,-24,95,0,0,0,0,12,0,0.4951130822
23,0.6549846025,-1,-1,91.11111111,0,0,0,0,25,0,0.5596958905
18,0.7509989393,0.2068965517,-18,94.23076923,0,0,0,0,29,0,0.5125772622
40,0.7,0.03333333333,-22,66.07142857,0,0,0,0,30,0,0.5749354005
11,0.7054014374,0.1666666667,-14,90.47619048,0,0,0,0,6,0,0.5218082284
20,0.6618726769,0.125,-6,90.32258065,0,0,0,0,8,0,0.5545067144
20,0.6996652681,0.04347826087,-48,91.39072848,0,0,0,0,23,0,0.5366986659
20,0.7478916404,0.2307692308,-15,89.63414634,0,0,0,0,26,0,0.5178118269
40,0.7,0.03333333333,-22,66.07142857,0,0,0,0,30,0,0.5749354005
2,1,0.1111111111,-2,97.82608696,0,0,0,0,9,0,0.3880275624
3,0.9166666667,0.08333333333,-2,96.1038961,0,0,0,0,12,0,0.4211886305
20,0.6741628939,-1,-1,90.17857143,0,0,0,0,19,0,0.5469380868
40,0.7,0.03333333333,-22,66.07142857,0,0,0,0,30,0,0.5749354005
10,0.5841005873,0.25,-10,92.85714286,0,0,0,0,4,0,0.5701160514
22,0.7619047619,0.04761904762,-36,78.99159664,0,0,0,0,21,0,0.5166112957
21,0.7009207048,-1,-1,95.08196721,0,0,0,0,20,0,0.5384028276
23,0.8461538462,0.2307692308,-13,86.39455782,0,0,0,0,26,0,0.4855396541
40,0.7,0.03333333333,-22,66.07142857,0,0,0,0,30,0,0.5749354005
76,0.8333333333,0.6666666667,-8,57.14285714,0,0,0,0,6,0,0.5981912145
7,0.962962963,0.07407407407,-2,92.95774648,0,0,0,0,27,0,0.4092018375
0,1,0,0,100,0,0,0,0,8,0,0.3846899225
15,0.7667036789,0.08333333333,-26,94.82758621,0,0,0,0,12,0,0.5025696335
0,1,0,0,100,0,0,0,0,15,0,0.3824289406
3,0.8187307531,0.2,-2,100,0,0,0,0,5,0,0.4636702507
6,0.4776875404,0.3333333333,-8,100,0,0,0,0,3,0,0.6068394546
16,0.8571428571,-1,-1,85.33333333,0,0,0,0,14,0,0.4689922481
27,0.7054014374,-1,-1,88.34951456,0,0,0,0,18,0,0.5485093481
18,0.8300915603,0.09090909091,-17,91.80327869,0,0,0,0,22,0,0.4823464707
40,0.7,0.03333333333,-22,66.07142857,0,0,0,0,30,0,0.5749354005
13,0.75,0.25,-2,100,0,0,0,0,4,0,0.511627907
24,0.9090909091,0.7272727273,-16,82.19178082,0,0,0,0,11,0,0.4651162791
31,0.75,-1,-1,77.5,0,0,0,0,20,0,0.5387596899
16,0.7667036789,0.25,-13,93.52517986,0,0,0,0,24,0,0.5028926309
40,0.7,0.03333333333,-22,66.07142857,0,0,0,0,30,0,0.5749354005
11,0.3333333333,0.3333333333,-8,88.88888889,0,0,0,0,3,0,0.6724806202
4,0.5,0.25,-8,95.23809524,0,0,0,0,4,0,0.5910852713
0,1,0,0,100,0,0,0,0,5,0,0.3875968992
0,1,0,0,100,0,0,0,0,7,0,0.3853820598
49,0.3910974797,0.06666666667,-7,87.20930233,0,0,0,0,15,0,0.7133989097
32,0.25,0.25,-10,72,0,0,0,0,4,0,0.742248062
48,0.1666666667,0.1666666667,-12,58.53658537,0,0,0,0,6,0,0.8023255814
0,1,0,0,100,0,0,0,0,5,0,0.3875968992
0,1,0,0,100,0,0,0,0,7,0,0.3853820598
49,0.3910974797,0.06666666667,-7,87.20930233,0,0,0,0,15,0,0.7133989097
25,0.4,0.2,-12,81.25,0,0,0,0,5,0,0.6686046512
10,0.8333333333,0.1666666667,-2,92.85714286,0,0,0,0,6,0,0.4702842377
0,1,0,0,100,0,0,0,0,5,0,0.3875968992
0,1,0,0,100,0,0,0,0,7,0,0.3853820598
49,0.3910974797,0.06666666667,-7,87.20930233,0,0,0,0,15,0,0.7133989097
0,1,0,0,100,0,0,0,0,4,0,0.3895348837
42,0.3636363636,0.09090909091,-22,57.37704918,0,0,0,0,11,0,0.7114164905
0,1,0,0,100,0,0,0,0,5,0,0.3875968992
0,1,0,0,100,0,0,0,0,7,0,0.3853820598
49,0.3910974797,0.06666666667,-7,87.20930233,0,0,0,0,15,0,0.7133989097
35,0.25,0.75,-6,75,0,0,0,0,4,0,0.7480620155
0,1,0,0,100,0,0,0,0,17,0,0.382124943
0,1,0,0,100,0,0,0,0,5,0,0.3875968992
0,1,0,0,100,0,0,0,0,7,0,0.3853820598
49,0.3910974797,0.06666666667,-7,87.20930233,0,0,0,0,15,0,0.7133989097
0,1,0,0,100,0,0,0,0,2,0,0.3992248062
14,0.9130434783,0.08695652174,-2,86.7768595,0,0,0,0,23,0,0.4423660263
0,1,0,0,100,0,0,0,0,5,0,0.3875968992
0,1,0,0,100,0,0,0,0,7,0,0.3853820598
49,0.3910974797,0.06666666667,-7,87.20930233,0,0,0,0,15,0,0.7133989097
35,0.1839397206,0.5,-6,100,0,0,0,0,2,0,0.7833566974
21,0.9166666667,0.04166666667,-30,82.60869565,0,0,0,0,24,0,0.4544573643
0,1,0,0,100,0,0,0,0,5,0,0.3875968992
0,1,0,0,100,0,0,0,0,7,0,0.3853820598
49,0.3910974797,0.06666666667,-7,87.20930233,0,0,0,0,15,0,0.7133989097
18,0.7054014374,0.1666666667,-8,100,0,0,0,0,6,0,0.5353741199
17,0.8143536762,0.1,-22,91.66666667,0,0,0,0,10,0,0.4886226061
0,1,0,0,100,0,0,0,0,5,0,0.3875968992
0,1,0,0,100,0,0,0,0,7,0,0.3853820598
49,0.3910974797,0.06666666667,-7,87.20930233,0,0,0,0,15,0,0.7133989097
70,0.6065306597,0.5,-6,64.70588235,0,0,0,0,2,0,0.6873912172
0,1,0,0,100,0,0,0,0,9,0,0.3841515935
0,1,0,0,100,0,0,0,0,5,0,0.3875968992
0,1,0,0,100,0,0,0,0,7,0,0.3853820598
49,0.3910974797,0.06666666667,-7,87.20930233,0,0,0,0,15,0,0.7133989097
29,0.8,0.2,-2,80,0,0,0,0,5,0,0.5213178295
0,1,0,0,100,0,0,0,0,18,0,0.3819982773
27,0.2857142857,0.1428571429,-16,77.27272727,0,0,0,0,7,0,0.7145625692
34,0.2681280184,0.2,-10,88.88888889,0,0,0,0,5,0,0.7371596828
62,0.5049767523,-1,-1,73.11827957,0,0,0,0,18,0,0.694022792
0,1,0,0,100,0,0,0,0,4,0,0.3895348837
0,1,0,0,100,0,0,0,0,18,0,0.3819982773
27,0.2857142857,0.1428571429,-16,77.27272727,0,0,0,0,7,0,0.7145625692
34,0.2681280184,0.2,-10,88.88888889,0,0,0,0,5,0,0.7371596828
40,0.7,0.03333333333,-22,66.07142857,0,0,0,0,30,0,0.5749354005
0,1,0,0,100,0,0,0,0,8,0,0.3846899225
0,1,0,0,100,0,0,0,0,7,0,0.3853820598
55,0.4615384615,0.07692307692,-24,60.49382716,0,0,0,0,13,0,0.6981216458
46,0.5,0.07142857143,-30,60.21505376,0,0,0,0,14,0,0.665559247
32,0.519200522,-1,-1,79.35483871,0,0,0,0,24,0,0.629831839
0,1,0,0,100,0,0,0,0,8,0,0.3846899225
0,1,0,0,100,0,0,0,0,12,0,0.3830749354
0,1,0,0,100,0,0,0,0,16,0,0.3822674419
0,1,0,0,100,0,0,0,0,6,0,0.3863049096
30,0.625,0.125,-16,76.27118644,0,0,0,0,8,0,0.5881782946
30,0.625,0.125,-16,76.27118644,0,0,0,0,8,0,0.5881782946
57,0.5,0.08333333333,-26,54.92957746,0,0,0,0,12,0,0.6873385013
62,0.4615384615,0.07692307692,-26,55.55555556,0,0,0,0,13,0,0.7116875373
56,0.2857142857,0.1428571429,-14,45.94594595,0,0,0,0,7,0,0.7707641196
13,0.7470824042,0.09090909091,-20,91.17647059,0,0,0,0,11,0,0.5065924437
13,0.7470824042,0.09090909091,-20,91.17647059,0,0,0,0,11,0,0.5065924437
60,0.5294117647,0.05882352941,-36,55.20833333,0,0,0,0,17,0,0.6808025536
75,0.5,0.05555555556,-36,48.62385321,0,0,0,0,18,0,0.7211455642
56,0.2857142857,0.1428571429,-14,45.94594595,0,0,0,0,7,0,0.7707641196
21,0.6153846154,0.07692307692,-28,80.82191781,0,0,0,0,13,0,0.5725998807
21,0.6153846154,0.07692307692,-28,80.82191781,0,0,0,0,13,0,0.5725998807
50,0.375,0.125,-18,61.9047619,0,0,0,0,8,0,0.7238372093
77,0.3333333333,0.08333333333,-24,50,0,0,0,0,12,0,0.7906976744
56,0.2857142857,0.1428571429,-14,45.94594595,0,0,0,0,7,0,0.7707641196
67,0.5965595445,0.1111111111,-20,56.79012346,0,0,0,0,9,0,0.6703688243
67,0.5965595445,0.1111111111,-20,56.79012346,0,0,0,0,9,0,0.6703688243
44,0.7142857143,0.07142857143,-26,75.55555556,0,0,0,0,14,0,0.5786267996
68,0.5833333333,0.08333333333,-22,54.34782609,0,0,0,0,12,0,0.6763565891
56,0.2857142857,0.1428571429,-14,45.94594595,0,0,0,0,7,0,0.7707641196
37,0.5833333333,0.08333333333,-20,73.33333333,0,0,0,0,12,0,0.6162790698
37,0.5833333333,0.08333333333,-20,73.33333333,0,0,0,0,12,0,0.6162790698
53,0.5333333333,0.06666666667,-32,67.6056338,0,0,0,0,15,0,0.6660206718
54,0.454774319,0.09090909091,-18,75.40983607,0,0,0,0,11,0,0.6993475156
56,0.2857142857,0.1428571429,-14,45.94594595,0,0,0,0,7,0,0.7707641196
24,0.6666666667,0.1111111111,-20,80.48780488,0,0,0,0,9,0,0.5598621878
24,0.6666666667,0.1111111111,-20,80.48780488,0,0,0,0,9,0,0.5598621878
64,0.2727272727,0.09090909091,-24,54,0,0,0,0,11,0,0.7892882311
77,0.3333333333,0.08333333333,-24,50,0,0,0,0,12,0,0.7906976744
56,0.2857142857,0.1428571429,-14,45.94594595,0,0,0,0,7,0,0.7707641196
1,1,0.1111111111,-2,98.30508475,0,0,0,0,9,0,0.386089578
1,1,0.1111111111,-2,98.30508475,0,0,0,0,9,0,0.386089578
36,0.6666666667,0.1111111111,-20,76.47058824,0,0,0,0,9,0,0.5831180017
18,0.8,0.1,-22,92.30769231,0,0,0,0,10,0,0.496124031
56,0.2857142857,0.1428571429,-14,45.94594595,0,0,0,0,7,0,0.7707641196
41,0.5555555556,0.1111111111,-20,77.08333333,0,0,0,0,9,0,0.6358742463
41,0.5555555556,0.1111111111,-20,77.08333333,0,0,0,0,9,0,0.6358742463
43,0.6,0.1,-22,72.91666667,0,0,0,0,10,0,0.6220930233
62,0.5,0.8,-16,58.92857143,0,0,0,0,10,0,0.6976744186
56,0.2857142857,0.1428571429,-14,45.94594595,0,0,0,0,7,0,0.7707641196
24,0.6666666667,0.1111111111,-20,80.48780488,0,0,0,0,9,0,0.5598621878
24,0.6666666667,0.1111111111,-20,80.48780488,0,0,0,0,9,0,0.5598621878
45,0.4545454545,0.09090909091,-24,68,0,0,0,0,11,0,0.6819943622
77,0.3333333333,0.08333333333,-24,50,0,0,0,0,12,0,0.7906976744
56,0.2857142857,0.1428571429,-14,45.94594595,0,0,0,0,7,0,0.7707641196
46,0.6,0.1,-22,65.15151515,0,0,0,0,10,0,0.6279069767
46,0.6,0.1,-22,65.15151515,0,0,0,0,10,0,0.6279069767
67,0.4285714286,0.07142857143,-30,48.71794872,0,0,0,0,14,0,0.7339424142
67,0.5833333333,0.08333333333,-22,53.75,0,0,0,0,12,0,0.6744186047
56,0.2857142857,0.1428571429,-14,45.94594595,0,0,0,0,7,0,0.7707641196
14,0.6666666667,0.4166666667,-10,93.82716049,0,0,0,0,12,0,0.5394056848
14,0.6666666667,0.4166666667,-10,93.82716049,0,0,0,0,12,0,0.5394056848
59,0.4,0.1,-22,61.53846154,0,0,0,0,10,0,0.730620155
52,0.6666666667,0.6666666667,-12,72.4137931,0,0,0,0,9,0,0.6141257537
56,0.2857142857,0.1428571429,-14,45.94594595,0,0,0,0,7,0,0.7707641196
24,0.6666666667,0.1111111111,-20,80.48780488,0,0,0,0,9,0,0.5598621878
24,0.6666666667,0.1111111111,-20,80.48780488,0,0,0,0,9,0,0.5598621878
56,0.3,0.1,-22,56.52173913,0,0,0,0,10,0,0.7635658915
77,0.3333333333,0.08333333333,-24,50,0,0,0,0,12,0,0.7906976744
56,0.2857142857,0.1428571429,-14,45.94594595,0,0,0,0,7,0,0.7707641196
6,0.8333333333,0.1666666667,-4,98.91304348,0,0,0,0,12,0,0.4593023256
6,0.8333333333,0.1666666667,-4,98.91304348,0,0,0,0,12,0,0.4593023256
73,0.4285714286,0.07142857143,-30,46.66666667,0,0,0,0,14,0,0.7455703212
65,0.5833333333,0.08333333333,-22,57.14285714,0,0,0,0,12,0,0.6705426357
56,0.2857142857,0.1428571429,-14,45.94594595,0,0,0,0,7,0,0.7707641196
20,0.8,0.2,-2,86.36363636,0,0,0,0,5,0,0.503875969
20,0.8,0.2,-2,86.36363636,0,0,0,0,5,0,0.503875969
27,0.7692307692,0.07692307692,-28,82.05128205,0,0,0,0,13,0,0.5245974955
50,0.6133629431,0.08333333333,-22,75,0,0,0,0,12,0,0.6298334846
56,0.2857142857,0.1428571429,-14,45.94594595,0,0,0,0,7,0,0.7707641196
36,0.8571428571,0.7142857143,-10,78.04878049,0,0,0,0,7,0,0.5105204873
