en_distance,en_distance_blue,en_distance_ter,en_distance_tri,en_distance_LCS,includesFurmula,onlyNumbers,includesBraces,hasFormatting,numberOfWords,includesLink,reviewScore
9,0.7777777778,0.2222222222,-4,98,0,0,0,0,9,0,0.4877260982
0,1,0,0,100,0,0,0,0,1,0,0.4186046512
0,1,0,0,100,0,0,0,0,2,0,0.3992248062
11,1,0.5,-2,88.88888889,0,0,0,0,2,0,0.4205426357
0,1,0,0,100,0,0,0,0,3,0,0.3927648579
2,1,0.1333333333,-4,97.97979798,0,0,0,0,15,0,0.3863049096
67,0.4971329538,0.1111111111,-20,60,0,0,0,0,9,0,0.7089062625
0,1,0,0,100,0,0,0,0,6,0,0.3863049096
0,1,0,0,100,0,0,0,0,8,0,0.3846899225
0,1,0,0,100,0,0,0,0,15,0,0.3824289406
13,0.9,0.1,-2,88.13559322,0,0,0,0,10,0,0.4476744186
7,0.848863219,-1,-1,94.12751678,0,0,0,0,95,0,0.4523989971
50,0.2982797723,0.1111111111,-14,70.45454545,0,0,0,0,9,0,0.7530354027
0,1,0,0,100,0,0,0,0,3,0,0.3927648579
0,1,0,0,100,0,0,0,0,5,0,0.3875968992
0,1,0,0,100,0,0,0,0,5,0,0.3875968992
21,0.5,0.5,-4,84.21052632,0,0,0,0,4,0,0.6240310078
4,0.9259610786,-1,-1,96.875,0,0,0,0,13,0,0.4192756702
57,0.3292869817,0.2,-8,80.95238095,0,0,0,0,5,0,0.7580283017
0,1,0,0,100,0,0,0,0,7,0,0.3853820598
0,1,0,0,100,0,0,0,0,4,0,0.3895348837
0,1,0,0,100,0,0,0,0,4,0,0.3895348837
0,1,0,0,100,0,0,0,0,8,0,0.3846899225
4,0.9090909091,0.1363636364,-3,95.55555556,0,0,0,0,22,0,0.4245947851
21,0.4776875404,0.1666666667,-6,94.28571429,0,0,0,0,6,0,0.6294492738
3,0.7788007831,0.25,-2,100,0,0,0,0,4,0,0.4810849678
0,1,0,0,100,0,0,0,0,3,0,0.3927648579
2,0.8187307531,0.2,-2,100,0,0,0,0,5,0,0.4617322662
0,1,0,0,100,0,0,0,0,10,0,0.3837209302
0,1,0,0,100,0,0,0,0,26,0,0.3813357185
6,0.7165313106,0.3333333333,-2,100,0,0,0,0,3,0,0.5142643499
0,1,0,0,100,0,0,0,0,8,0,0.3846899225
3,0.8187307531,0.2,-2,100,0,0,0,0,5,0,0.4636702507
0,1,0,0,100,0,0,0,0,4,0,0.3895348837
0,1,0,0,100,0,0,0,0,4,0,0.3895348837
17,0.8046197106,0.06896551724,-28,92.5,0,0,0,0,29,0,0.489856033
32,0.4548979948,0.25,-6,82.35294118,0,0,0,0,4,0,0.6628302346
3,0.8464817249,0.1666666667,-2,100,0,0,0,0,6,0,0.4516220705
3,0.7788007831,0.25,-2,100,0,0,0,0,4,0,0.4810849678
0,1,0,0,100,0,0,0,0,4,0,0.3895348837
0,1,0,0,100,0,0,0,0,9,0,0.3841515935
7,0.8464817249,-1,-1,100,0,0,0,0,12,0,0.4561440343
36,0.3894003915,0.25,-6,79.16666667,0,0,0,0,4,0,0.6959688405
0,1,0,0,100,0,0,0,0,8,0,0.3846899225
0,1,0,0,100,0,0,0,0,8,0,0.3846899225
0,1,0,0,100,0,0,0,0,12,0,0.3830749354
0,1,0,0,100,0,0,0,0,8,0,0.3846899225
6,0.96,-1,-1,93.93939394,0,0,0,0,25,0,0.4085271318
25,0.7238699344,0.1,-12,82.53968254,0,0,0,0,10,0,0.5391976998
0,1,0,0,100,0,0,0,0,2,0,0.3992248062
0,1,0,0,100,0,0,0,0,2,0,0.3992248062
0,1,0,0,100,0,0,0,0,5,0,0.3875968992
0,1,0,0,100,0,0,0,0,2,0,0.3992248062
0,0.9512294245,-1,-1,100,0,0,0,0,20,0,0.4006862696
36,0.1711390397,0.3333333333,-6,81.25,0,0,0,0,3,0,0.7837962379
38,0.4912384518,0.2,-6,83.33333333,0,0,0,0,5,0,0.6584347086
21,0.8333333333,0.1666666667,-2,88.57142857,0,0,0,0,6,0,0.4916020672
22,0.8333333333,0.1666666667,-2,87.5,0,0,0,0,6,0,0.4935400517
19,0.8571428571,0.1428571429,-2,91.30434783,0,0,0,0,7,0,0.4775747508
1,0.9577464789,-1,-1,98.52631579,0,0,0,0,71,0,0.3987061906
8,0.875,0.1875,-6,92.39130435,0,0,0,0,16,0,0.4462209302
0,1,0,0,100,0,0,0,0,2,0,0.3992248062
0,1,0,0,100,0,0,0,0,2,0,0.3992248062
0,1,0,0,100,0,0,0,0,2,0,0.3992248062
0,1,0,0,100,0,0,0,0,2,0,0.3992248062
0,1,0.03703703704,-2,99.41176471,0,0,0,0,27,0,0.3812805053
21,0.5971094255,0.1666666667,-4,93.5483871,0,0,0,0,6,0,0.5831617214
0,1,0,0,100,0,0,0,0,3,0,0.3927648579
0,1,0,0,100,0,0,0,0,3,0,0.3927648579
0,1,0,0,100,0,0,0,0,3,0,0.3927648579
0,1,0,0,100,0,0,0,0,3,0,0.3927648579
0,1,0,0,100,0,0,0,0,44,0,0.3807258633
10,0.9733349348,0.02702702703,-58,95.15151515,0,0,0,0,37,0,0.410607662
0,1,0,0,100,1,0,0,0,5,0,0.4651162791
0,1,0,0,100,1,0,0,0,8,0,0.4622093023
0,1,0,0,100,1,0,0,0,12,0,0.4605943152
0,1,0,0,100,1,0,0,0,8,0,0.4622093023
2,0.9166666667,0.08333333333,-2,98.92473118,1,0,0,0,24,0,0.4951550388
76,0.2,1,-10,46.66666667,0,0,0,0,5,0,0.8449612403
3,0.8143536762,0.1,-4,98.11320755,0,0,0,0,10,0,0.4614908232
17,0.6549846025,0.2,-12,91.89189189,0,0,0,0,5,0,0.5542695339
32,0.7333333333,0.06666666667,-18,78.65168539,0,0,0,0,15,0,0.5478036176
2,0.8300915603,0.09090909091,-4,98.86363636,0,0,0,0,11,0,0.4531005228
1,0.9044971266,-1,-1,98.88059701,0,0,0,0,41,0,0.4197449216
14,0.7579571983,-1,-1,94.33962264,0,0,0,0,11,0,0.5043153918
0,1,0,0,100,0,0,0,0,1,0,0.4186046512
0,1,0,0,100,0,0,0,0,1,0,0.4186046512
0,0.9555630363,-1,-1,100,0,0,0,0,22,0,0.3988303947
6,0.5971094255,0.1666666667,-4,100,0,0,0,0,6,0,0.5540919539
23,0.6065306597,0.25,-10,93.5483871,0,0,0,0,4,0,0.5866160234
0,1,0,0,100,0,0,0,0,5,0,0.3875968992
2,1,0.3333333333,-2,97.14285714,0,0,0,0,3,0,0.3966408269
0,1,0,0,100,0,0,0,0,3,0,0.3927648579
11,0.7772147983,-1,-1,95.37037037,0,0,0,0,16,0,0.4899361247
27,0.6666666667,1,-6,77.77777778,0,0,0,0,3,0,0.5742894057
0,1,0,0,100,0,0,0,0,6,0,0.3863049096
0,1,0,0,100,0,0,0,0,6,0,0.3863049096
0,1,0,0,100,0,0,0,0,5,0,0.3875968992
0,1,0,0,100,0,0,0,0,2,0,0.3992248062
0,0.9512294245,-1,-1,100,0,0,0,0,20,0,0.4006862696
22,0.6666666667,0.3333333333,-8,77.77777778,0,0,0,0,3,0,0.5645994832
0,1,0,0,100,0,0,0,0,6,0,0.3863049096
0,1,0,0,100,0,0,0,0,15,0,0.3824289406
0,1,0,0,100,0,0,0,0,5,0,0.3875968992
0,1,0,0,100,0,0,0,0,2,0,0.3992248062
3,1,0.05882352941,-36,96.11650485,0,0,0,0,17,0,0.3879388965
21,0.875,0.375,-6,86.48648649,1,0,0,0,8,0,0.5513565891
0,1,0,0,100,0,0,0,0,1,0,0.4186046512
0,1,0,0,100,0,0,0,0,1,0,0.4186046512
2,0.7721847898,0.125,-8,97.5,1,0,0,0,8,0,0.5543857404
7,0.8948393168,0.1111111111,-4,96.07843137,0,0,0,0,9,0,0.4384774396
0,1,0,0,100,0,0,0,0,1,0,0.4186046512
0,1,0,0,100,0,0,0,0,1,0,0.4186046512
20,0,1,-2,80,0,0,0,0,1,0,0.8449612403
0,1,0,0,100,0,0,0,0,1,0,0.4186046512
4,0.9636363636,0.01818181818,-9.333333333,95.63953488,0,0,0,0,55,0,0.4023960536
34,0.6333861926,0.1,-16,75,0,0,0,0,10,0,0.5917107781
0,1,0,0,100,0,0,0,0,3,0,0.3927648579
0,1,0,0,100,0,0,0,0,3,0,0.3927648579
0,1,0,0,100,0,0,0,0,6,0,0.3863049096
0,1,0,0,100,0,0,0,0,6,0,0.3863049096
17,0.8518518519,-1,-1,88.82352941,0,0,0,0,27,0,0.4716480046
1,0.9259610786,0.07692307692,-2,100,0,0,0,0,13,0,0.4134617167
0,1,0,0,100,0,0,0,0,2,0,0.3992248062
80,0,1,-2,33.33333333,0,0,0,0,1,0,0.9612403101
0,1,0,0,100,0,0,0,0,2,0,0.3992248062
0,1,0,0,100,0,0,0,0,1,0,0.4186046512
12,0.8300915603,-1,-1,92.85714286,0,0,0,0,11,0,0.4724803678
22,0.5926545765,0.1,-22,83.05084746,0,0,0,0,10,0,0.5842424122
0,1,0,0,100,0,0,0,0,5,0,0.3875968992
0,1,0,0,100,0,0,0,0,8,0,0.3846899225
0,1,0,0,100,0,0,0,0,6,0,0.3863049096
0,1,0,0,100,0,0,0,0,3,0,0.3927648579
0,1,0,0,100,0,0,0,0,23,0,0.3815301651
25,0.7272727273,0.9090909091,-20,77.41935484,0,0,0,0,11,0,0.5375264271
0,1,0,0,100,0,0,0,0,6,0,0.3863049096
0,1,0,0,100,0,0,0,0,8,0,0.3846899225
0,1,0,0,100,0,0,0,0,6,0,0.3863049096
0,1,0,0,100,0,0,0,0,7,0,0.3853820598
0,1,0,0,100,0,0,0,0,19,0,0.3818849449
7,0.8948393168,0.1111111111,-6,95,0,0,0,0,9,0,0.4384774396
0,1,0,0,100,0,0,0,0,1,0,0.4186046512
0,1,0,0,100,0,0,0,0,1,0,0.4186046512
0,1,0,0,100,0,0,0,0,5,0,0.3875968992
0,1,0,0,100,0,0,0,0,6,0,0.3863049096
0,1,0,0,100,0,0,0,0,7,0,0.3853820598
0,1,0,0,100,0,0,0,0,13,0,0.3828264758
0,1,0,0,100,0,0,0,0,8,0,0.3846899225
0,1,0,0,100,0,0,0,0,14,0,0.3826135105
0,1,0.02941176471,-1,99.45355191,0,0,0,0,34,0,0.3809849521
39,0.8461538462,-1,-1,68.25396825,0,0,0,0,13,0,0.5180381634
0,1,0,0,100,0,0,0,0,1,0,0.4186046512
0,1,0,0,100,0,0,0,0,1,0,0.4186046512
4,0.9091564429,-1,-1,99.13793103,0,0,0,0,21,0,0.4246532798
11,0.7954127261,0.1111111111,-4,93.75,0,0,0,0,9,0,0.4847668159
0,1,0,0,100,0,0,0,0,1,0,0.4186046512
0,1,0,0,100,0,0,0,0,1,0,0.4186046512
0,1,0,0,100,0,0,0,0,1,0,0.4186046512
0,1,0,0,100,0,0,0,0,2,0,0.3992248062
2,0.8668778998,-1,-1,100,0,0,0,0,7,0,0.4408557421
11,0.7721847898,0.125,-4,94.11764706,0,0,0,0,8,0,0.494308221
0,1,0,0,100,0,0,0,0,2,0,0.3992248062
0,1,0,0,100,0,0,0,0,2,0,0.3992248062
0,1,0,0,100,0,0,0,0,5,0,0.3875968992
75,0.1947001958,0.25,-10,50,0,0,0,0,4,0,0.847015428
26,0.7691118053,-1,-1,88.97637795,0,0,0,0,20,0,0.521662091
14,0.8333333333,0.1666666667,-2,92.30769231,0,0,0,0,6,0,0.4780361757
0,1,0,0,100,0,0,0,0,3,0,0.3927648579
0,1,0,0,100,0,0,0,0,3,0,0.3927648579
0,1,0,0,100,0,0,0,0,9,0,0.3841515935
21,0.4776875404,0.1666666667,-6,92.30769231,0,0,0,0,6,0,0.6294492738
0,0.9574533681,-1,-1,100,0,0,0,0,23,0,0.3980211078
1,0.9131007163,0.09090909091,-2,100,0,0,0,0,11,0,0.4189884468
0,1,0,0,100,0,0,0,0,3,0,0.3927648579
0,1,0,0,100,0,0,0,0,3,0,0.3927648579
0,1,0,0,100,0,0,0,0,3,0,0.3927648579
0,1,0,0,100,0,0,0,0,3,0,0.3927648579
1,0.9259610786,-1,-1,100,0,0,0,0,13,0,0.4134617167
1,0.8948393168,0.1111111111,-2,100,0,0,0,0,9,0,0.4268495327
0,1,0,0,100,0,0,0,0,3,0,0.3927648579
35,0.5,0.5,-2,64.70588235,0,0,0,0,2,0,0.6608527132
0,1,0,0,100,0,0,0,0,3,0,0.3927648579
0,1,0,0,100,0,0,0,0,6,0,0.3863049096
1,0.9534969548,-1,-1,99.31034483,0,0,0,0,21,0,0.4016530814
0,1,0,0,100,0,0,0,0,7,0,0.3853820598
0,1,0,0,100,0,0,0,0,2,0,0.3992248062
0,1,0,0,100,0,0,0,0,2,0,0.3992248062
0,1,0,0,100,0,0,0,0,3,0,0.3927648579
0,1,0,0,100,0,0,0,0,3,0,0.3927648579
1,0.8948393168,0.1111111111,-2,100,0,0,0,0,9,0,0.4268495327
0,1,0,0,100,0,0,0,0,3,0,0.3927648579
0,1,0,0,100,0,0,0,0,4,0,0.3895348837
0,1,0,0,100,0,0,0,0,3,0,0.3927648579
0,1,0,0,100,0,0,0,0,3,0,0.3927648579
0,0.9459594689,-1,-1,100,0,0,0,0,18,0,0.4029442196
18,0.7619047619,0.04761904762,-30,84.375,0,0,0,0,21,0,0.5088593577
0,1,0,0,100,0,1,0,0,1,0,0.03100775194
0,1,0,0,100,0,1,0,0,1,0,0.03100775194
0,1,0,0,100,0,1,0,0,1,0,0.03100775194
0,1,0,0,100,0,1,0,0,1,0,0.03100775194
4,0.7755274079,0.02222222222,-88,96.73469388,1,0,0,0,45,0,0.5529824862
20,0.6441233941,0.1428571429,-8,90.69767442,0,0,0,0,7,0,0.5620784187
0,1,0,0,100,0,0,0,0,2,0,0.3992248062
0,1,0,0,100,0,0,0,0,2,0,0.3992248062
8,1,0.6666666667,-4,92,0,0,0,0,3,0,0.4082687339
0,1,0,0,100,0,0,0,0,2,0,0.3992248062
5,0.9722222222,0.1111111111,-4,95.34883721,0,0,0,0,36,0,0.4013781223
65,0.3274923012,0.2,-10,51.61290323,0,0,0,0,5,0,0.7742277902
14,0.8666666667,0.2,-6,86.73469388,0,0,0,0,15,0,0.4612403101
27,0.5362560368,0.1,-16,87.5,0,0,0,0,10,0,0.6157922338
5,1,0.07692307692,-2,94.04761905,0,0,0,0,13,0,0.3925163983
9,1,0.1111111111,-2,90.90909091,0,0,0,0,9,0,0.4015934539
35,0.7547169811,0.05660377358,-46,64.47761194,0,0,0,0,53,0,0.5434766711
32,0.6410499775,0.07692307692,-10,75,0,0,0,0,13,0,0.5839698954
0,1,0,0,100,0,0,0,0,3,0,0.3927648579
0,1,0,0,100,0,0,0,0,3,0,0.3927648579
15,0.5,0.25,-6,85,0,0,0,0,4,0,0.6124031008
0,1,0,0,100,0,0,0,0,2,0,0.3992248062
10,0.8885329143,-1,-1,92.78350515,0,0,0,0,35,0,0.4435365227
4,0.8824969026,-1,-1,97.72727273,0,0,0,0,8,0,0.4379856967
0,1,0,0,100,0,0,0,0,1,0,0.4186046512
0,1,0,0,100,0,0,0,0,1,0,0.4186046512
4,0.9117647059,0.02941176471,-4,95.34883721,0,0,0,0,34,0,0.4229366165
37,0.7777777778,-1,-1,72.09302326,0,0,0,0,9,0,0.5419896641
18,0.7272727273,0.9090909091,-20,83.01886792,0,0,0,0,11,0,0.5239605356
24,0.6666666667,0.3333333333,-2,80,0,0,0,0,3,0,0.5684754522
45,0.3032653299,0.25,-10,83.33333333,0,0,0,0,4,0,0.7467963838
17,0.7,0.4,-8,84.31372549,0,0,0,0,10,0,0.5329457364
28,0.6672811691,-1,-1,85,0,0,0,0,18,0,0.5652226304
55,0.4285714286,0.07142857143,-30,63.15789474,0,0,0,0,14,0,0.7106866002
0,1,0,0,100,0,0,0,0,6,0,0.3863049096
0,1,0,0,100,0,0,0,0,6,0,0.3863049096
0,1,0,0,100,0,0,0,0,8,0,0.3846899225
18,0.75,0.5,-4,95.65217391,0,0,0,0,4,0,0.5213178295
11,0.8595955471,0.1,-18,98.48484848,0,0,0,0,20,0,0.4575211058
21,0.8143536762,0.1,-4,86.15384615,0,0,0,0,10,0,0.4963745441
0,1,0,0,100,0,0,0,0,10,0,0.3837209302
0,1,0,0,100,0,0,0,0,7,0,0.3853820598
0,1,0,0,100,0,0,0,0,12,0,0.3830749354
5,0.9,0.1,-2,96.96969697,0,0,0,0,10,0,0.4321705426
4,0.9726044771,-1,-1,98.1042654,0,0,0,0,36,0,0.399291977
1,0.8824969026,0.125,-2,100,0,0,0,0,8,0,0.4321717432
39,0.6369167205,-1,-1,77.19298246,0,0,0,0,9,0,0.6004629421
0,1,0,0,100,0,0,0,0,5,0,0.3875968992
26,0.7272727273,0.09090909091,-10,76.78571429,0,0,0,0,11,0,0.5394644116
0,1,0,0,100,0,0,0,0,11,0,0.3833685694
8,0.9230769231,-1,-1,94.70198675,0,0,0,0,52,0,0.425909362
49,0.5454545455,0.09090909091,-24,73.84615385,0,0,0,0,11,0,0.6545102185
65,0.4285714286,0.1428571429,-16,36.58536585,0,0,0,0,7,0,0.7328349945
0,1,0,0,100,0,0,0,0,6,0,0.3863049096
10,0.9,0.1,-2,95,0,0,0,0,10,0,0.4418604651
0,1,0,0,100,0,0,0,0,11,0,0.3833685694
0,1,0,0,100,0,0,0,0,22,0,0.3816067653
10,0.7788007831,0.125,-6,100,0,0,0,0,8,0,0.489805898
0,1,0,0,100,0,0,0,0,4,0,0.3895348837
0,1,0,0,100,0,0,0,0,2,0,0.3992248062
0,1,0,0,100,0,0,0,0,4,0,0.3895348837
0,1,0,0,100,0,0,0,0,3,0,0.3927648579
3,0.8978105376,-1,-1,98.86363636,0,0,0,0,28,0,0.4266515081
42,0.5625,0.0625,-22,69.14893617,0,0,0,0,16,0,0.6332364341
0,1,0,0,100,0,0,0,0,2,0,0.3992248062
0,1,0,0,100,0,0,0,0,2,0,0.3992248062
0,1,0,0,100,0,0,0,0,2,0,0.3992248062
0,1,0,0,100,0,0,0,0,4,0,0.3895348837
2,0.7254956239,0.07692307692,-20,97.5,1,0,0,0,13,0,0.5706188697
8,0.7980538112,0.07142857143,-8,93.93939394,0,0,0,0,14,0,0.4763911031
0,1,0,0,100,0,0,0,0,1,0,0.4186046512
0,1,0,0,100,0,0,0,0,2,0,0.3992248062
0,1,0,0,100,0,0,0,0,2,0,0.3992248062
0,1,0,0,100,0,0,0,0,2,0,0.3992248062
2,0.7584835432,0.06666666667,-20,97.75280899,1,0,0,0,15,0,0.5574353192
25,0.7916666667,0.04166666667,-40,78.41726619,0,0,0,0,24,0,0.5106589147
0,1,0,0,100,0,0,0,0,2,0,0.3992248062
0,1,0,0,100,0,0,0,0,2,0,0.3992248062
0,1,0,0,100,0,0,0,0,2,0,0.3992248062
0,1,0,0,100,0,0,0,0,3,0,0.3927648579
3,0.8187307531,0.2,-2,100,0,0,0,0,5,0,0.4636702507
35,0.6923076923,1,-26,71.79487179,0,0,0,0,13,0,0.5699165176
0,1,0,0,100,0,0,0,0,5,0,0.3875968992
0,1,0,0,100,0,0,0,0,6,0,0.3863049096
0,1,0,0,100,0,0,0,0,3,0,0.3927648579
0,1,0,0,100,0,0,0,0,3,0,0.3927648579
24,0.7647058824,0.8235294118,-28,80.39215686,0,0,0,0,17,0,0.5198358413
0,1,0,0,100,0,0,0,0,4,0,0.3895348837
0,1,0,0,100,0,0,0,0,6,0,0.3863049096
0,1,0,0,100,0,0,0,0,4,0,0.3895348837
72,0.3333333333,0.1666666667,-10,42.42424242,0,0,0,0,6,0,0.7842377261
10,0.9333333333,-1,-1,93.10344828,0,0,0,0,30,0,0.4263565891
6,0.8666666667,0.1333333333,-4,97.2972973,0,0,0,0,15,0,0.4457364341
9,0.513417119,0.3333333333,-2,100,0,1,0,0,3,0,0.211207835
0,1,0,0,100,0,1,0,0,3,0,0.005167958656
5,0.7165313106,0.3333333333,-2,100,0,1,0,0,3,0,0.1247294662
0,1,0,0,100,0,1,0,0,3,0,0.005167958656
3,0.8187307531,0.2,-2,100,0,0,0,0,5,0,0.4636702507
46,0.6860384557,0.06666666667,-16,66.29213483,0,0,0,0,15,0,0.5932667484
7,1,0.4,-4,92.30769231,0,0,0,0,5,0,0.4011627907
89,0.4,0.2,-12,41.37931034,0,0,0,0,5,0,0.7926356589
0,1,0,0,100,0,0,0,0,8,0,0.3846899225
3,0.7788007831,0.25,-2,100,0,0,0,0,4,0,0.4810849678
8,0.8172831041,-1,-1,94.55782313,0,0,0,0,21,0,0.468015039
41,0.6428571429,0.7142857143,-20,75.38461538,0,0,0,0,14,0,0.6004983389
0,1,0,0,100,0,1,0,0,1,0,0.03100775194
0,1,0,0,100,0,1,0,0,1,0,0.03100775194
0,1,0,0,100,0,1,0,0,1,0,0.03100775194
0,1,0,0,100,0,0,0,0,6,0,0.3863049096
4,0.9121283528,0.04545454545,-3,98.41269841,0,0,0,0,22,0,0.4234174813
2,0.948395152,0.07894736842,-2,98.36065574,0,0,0,0,38,0,0.4047428011
0,1,0,0,100,0,1,0,0,1,0,0.03100775194
0,1,0,0,100,0,1,0,0,1,0,0.03100775194
0,1,0,0,100,0,1,0,0,1,0,0.03100775194
0,1,0,0,100,0,1,0,0,1,0,0.03100775194
11,0.6926906231,-1,-1,95,1,0,0,0,21,0,0.5996400316
30,0.7333333333,0.06666666667,-12,71.23287671,0,0,0,0,15,0,0.5439276486
0,1,0,0,100,0,0,0,0,1,0,0.4186046512
0,1,0,0,100,0,0,0,0,1,0,0.4186046512
22,0.9117647059,0.02941176471,-60,83.06878307,0,0,0,0,34,0,0.4578203374
9,0.7430381998,0.07142857143,-6,95.65217391,0,0,0,0,14,0,0.499652968
0,1,0,0,100,0,0,0,0,5,0,0.3875968992
20,0.8,0.2,-2,93.33333333,0,0,0,0,5,0,0.503875969
16,0.7582730352,0.02941176471,-38,92.72727273,0,0,0,0,34,0,0.5056853261
16,0.6490006526,0.08333333333,-16,92.1875,0,0,0,0,12,0,0.550128946
0,1,0,0,100,0,0,0,0,8,0,0.3846899225
0,1,0,0,100,0,0,0,0,8,0,0.3846899225
0,1,0,0,100,0,0,0,0,9,0,0.3841515935
8,0.9090909091,0.1818181818,-4,95.45454545,0,0,0,0,11,0,0.4341085271
0,1,0,0,100,0,0,0,0,46,0,0.3806875632
20,0.8125,0.25,-8,81.44329897,0,0,0,0,16,0,0.4937015504
0,1,0,0,100,0,0,0,0,1,0,0.4186046512
0,1,0,0,100,0,0,0,0,1,0,0.4186046512
36,0.5,0.07142857143,-18,68.85245902,0,0,0,0,14,0,0.646179402
0,1,0,0,100,0,0,0,0,6,0,0.3863049096
0,1,0,0,100,0,0,0,0,6,0,0.3863049096
0,1,0,0,100,0,0,0,0,7,0,0.3853820598
0,1,0,0,100,0,0,0,0,10,0,0.3837209302
36,0.6153846154,0.07692307692,-22,66.17647059,0,0,0,0,13,0,0.6016696482
0,1,0,0,100,0,0,0,0,9,0,0.3841515935
0,1,0,0,100,0,0,0,0,10,0,0.3837209302
0,1,0,0,100,0,0,0,0,11,0,0.3833685694
0,1,0,0,100,0,0,0,0,10,0,0.3837209302
0,1,0,0,100,0,0,0,0,35,0,0.380952381
19,0.5367694951,0.1428571429,-8,90.24390244,0,0,0,0,7,0,0.6017504726
64,0.3894003915,0.25,-6,66.66666667,0,0,0,0,4,0,0.7502324064
0,1,0,0,100,0,0,0,0,3,0,0.3927648579
0,1,0,0,100,0,0,0,0,3,0,0.3927648579
0,1,0,0,100,0,0,0,0,5,0,0.3875968992
0,1,0,0,100,0,0,0,0,35,0,0.380952381
20,0.5367694951,0.1428571429,-10,84.61538462,0,0,0,0,7,0,0.6036884571
2,0.8948393168,0.1111111111,-2,100,0,0,0,0,9,0,0.4287875172
2,1,0.1666666667,-2,97.5,0,0,0,0,6,0,0.3901808786
0,1,0,0,100,0,0,0,0,12,0,0.3830749354
0,1,0,0,100,0,0,0,0,11,0,0.3833685694
26,0.8823529412,0.05882352941,-24,80,0,0,0,0,17,0,0.4781121751
30,0.6666666667,0.6666666667,-12,77.77777778,0,0,0,0,9,0,0.5714900947
0,1,0,0,100,0,0,0,0,10,0,0.3837209302
4,1,0.25,-4,95.74468085,0,0,0,0,8,0,0.3924418605
0,1,0,0,100,0,0,0,0,9,0,0.3841515935
19,0.875,0.125,-2,90.625,0,0,0,0,8,0,0.4699612403
11,0.8636363636,0.04545454545,-34,88.03418803,0,0,0,0,22,0,0.4557787174
19,0.4444444444,0.5555555556,-10,88.88888889,0,0,0,0,9,0,0.6363049096
0,1,0,0,100,0,0,0,0,5,0,0.3875968992
82,0.6666666667,1,-6,56.25,0,0,0,0,3,0,0.680878553
0,1,0,0,100,0,0,0,0,4,0,0.3895348837
11,0.75,0.25,-10,88.88888889,0,0,0,0,4,0,0.507751938
30,0.6920912606,0.09090909091,-18,92.59259259,0,0,0,0,11,0,0.5608525769
51,0.5,0.125,-12,58.97435897,0,0,0,0,8,0,0.6773255814
0,1,0,0,100,0,0,0,0,14,0,0.3826135105
10,0.875,0.25,-4,94.33962264,0,0,0,0,8,0,0.4525193798
21,0.8571428571,0.1428571429,-2,88.37209302,0,0,0,0,7,0,0.4814507198
5,0.9655172414,0.06896551724,-2,94.96855346,0,0,0,0,29,0,0.4042368351
14,0.9166666667,0.5833333333,-14,89.28571429,0,0,0,0,12,0,0.4425064599
0,1,0,0,100,0,0,0,0,6,0,0.3863049096
0,1,0,0,100,0,0,0,0,3,0,0.3927648579
0,1,0,0,100,0,0,0,0,2,0,0.3992248062
0,1,0,0,100,0,0,0,0,2,0,0.3992248062
7,0.7311966059,0.02325581395,-64,95.39007092,0,0,0,0,43,0,0.4984996029
1,0.9131007163,0.09090909091,-2,100,0,0,0,0,11,0,0.4189884468
0,1,0,0,100,0,0,0,0,7,0,0.3853820598
27,0.75,0.125,-6,81.39534884,0,0,0,0,8,0,0.5339147287
0,1,0,0,100,0,0,0,0,6,0,0.3863049096
0,1,0,0,100,0,0,0,0,6,0,0.3863049096
7,0.7311966059,0.02325581395,-64,95.39007092,0,0,0,0,43,0,0.4984996029
14,1,0.2857142857,-4,88.23529412,0,0,0,0,7,0,0.4125138427
25,0.6004025523,0.06666666667,-16,85,0,0,0,0,15,0,0.5857612847
0,1,0,0,100,0,0,0,0,5,0,0.3875968992
5,1,0.5,-2,95,0,0,0,0,2,0,0.4089147287
4,0.8888888889,0.1111111111,-2,95.3125,0,0,0,0,9,0,0.4349698536
5,0.8997091511,0.05128205128,-29,95.72649573,0,0,0,0,39,0,0.429401144
27,0.564718122,0.1428571429,-12,94.87179487,0,0,0,0,7,0,0.6064215474
6,1,0.4285714286,-6,94,0,0,0,0,7,0,0.3970099668
0,1,0,0,100,0,0,0,0,7,0,0.3853820598
4,1,0.25,-4,95.74468085,0,0,0,0,8,0,0.3924418605
14,0.8571428571,0.2857142857,-4,85.71428571,1,0,0,0,7,0,0.5454042082
14,0.8666666667,0.03333333333,-42,85.79545455,0,0,0,0,30,0,0.4599483204
30,0.4021920276,0.1,-18,86,0,0,0,0,10,0,0.6735689815
10,0.8333333333,0.3333333333,-4,89.65517241,0,0,0,0,6,0,0.4702842377
11,0.8333333333,0.3333333333,-4,88.88888889,0,0,0,0,6,0,0.4722222222
0,1,0,0,100,0,0,0,0,2,0,0.3992248062
0,1,0,0,100,0,0,0,0,8,0,0.3846899225
11,0.8823529412,0.05882352941,-7.2,89.76377953,0,0,0,0,51,0,0.4475224198
1,1,0.08333333333,-1,98.14814815,1,0,0,0,12,0,0.4625322997
17,0.8,0.4,-4,88.88888889,1,0,0,0,5,0,0.5755813953
17,0.8,0.4,-4,88.46153846,1,0,0,0,5,0,0.5755813953
31,0.75,0.5,-4,78.57142857,1,0,0,0,4,0,0.6240310078
10,0.7547632018,-1,-1,91.54929577,1,0,0,0,43,0,0.5726985968
